filename label
ESP_020421_1810_RED-0014.jpg slope_streak
ESP_020421_1810_RED-0014-r90.jpg slope_streak
ESP_020421_1810_RED-0014-r180.jpg slope_streak
ESP_020421_1810_RED-0014-r270.jpg slope_streak
ESP_020421_1810_RED-0014-fh.jpg slope_streak
ESP_020421_1810_RED-0014-fv.jpg slope_streak
ESP_020421_1810_RED-0014-brt.jpg slope_streak
ESP_016607_2080_RED-0209.jpg slope_streak
ESP_016607_2080_RED-0209-r90.jpg slope_streak
ESP_016607_2080_RED-0209-r180.jpg slope_streak
ESP_016607_2080_RED-0209-r270.jpg slope_streak
ESP_016607_2080_RED-0209-fh.jpg slope_streak
ESP_016607_2080_RED-0209-fv.jpg slope_streak
ESP_016607_2080_RED-0209-brt.jpg slope_streak
PSP_005728_0935_RED-0001.jpg swiss_cheese
PSP_005728_0935_RED-0001-r90.jpg swiss_cheese
PSP_005728_0935_RED-0001-r180.jpg swiss_cheese
PSP_005728_0935_RED-0001-r270.jpg swiss_cheese
PSP_005728_0935_RED-0001-fh.jpg swiss_cheese
PSP_005728_0935_RED-0001-fv.jpg swiss_cheese
PSP_005728_0935_RED-0001-brt.jpg swiss_cheese
ESP_016715_2025_RED-0060.jpg slope_streak
ESP_016715_2025_RED-0060-r90.jpg slope_streak
ESP_016715_2025_RED-0060-r180.jpg slope_streak
ESP_016715_2025_RED-0060-r270.jpg slope_streak
ESP_016715_2025_RED-0060-fh.jpg slope_streak
ESP_016715_2025_RED-0060-fv.jpg slope_streak
ESP_016715_2025_RED-0060-brt.jpg slope_streak
ESP_011289_1950_RED-0200.jpg slope_streak
ESP_011289_1950_RED-0200-r90.jpg slope_streak
ESP_011289_1950_RED-0200-r180.jpg slope_streak
ESP_011289_1950_RED-0200-r270.jpg slope_streak
ESP_011289_1950_RED-0200-fh.jpg slope_streak
ESP_011289_1950_RED-0200-fv.jpg slope_streak
ESP_011289_1950_RED-0200-brt.jpg slope_streak
ESP_012810_0925_RED-0044.jpg swiss_cheese
ESP_012810_0925_RED-0044-r90.jpg swiss_cheese
ESP_012810_0925_RED-0044-r180.jpg swiss_cheese
ESP_012810_0925_RED-0044-r270.jpg swiss_cheese
ESP_012810_0925_RED-0044-fh.jpg swiss_cheese
ESP_012810_0925_RED-0044-fv.jpg swiss_cheese
ESP_012810_0925_RED-0044-brt.jpg swiss_cheese
PSP_005728_0935_RED-0015.jpg swiss_cheese
PSP_005728_0935_RED-0015-r90.jpg swiss_cheese
PSP_005728_0935_RED-0015-r180.jpg swiss_cheese
PSP_005728_0935_RED-0015-r270.jpg swiss_cheese
PSP_005728_0935_RED-0015-fh.jpg swiss_cheese
